"","X","commonname","time","latitude","longitude","region_name","island","site","reef_zone","depth_bin","sitevisitid","date_","obs_year","diver","rep","method","photographer","training_yn","depth","survey_radius_m","hard_coral","soft_coral","ma","cca","ta","sand","tunicate","zoanthid","corallimorph","clam","cyano","sponge","other","other_type","habitat_code","habitat_type","current_strength","visibility","substrate_height_0","substrate_height_20","substrate_height_50","substrate_height_100","substrate_height_150","max_height","urchin_dacor","boring_urchin_dacor","roundid","missionid","min_depth","max_depth","objectid","replicateid","species","taxonname","commonfamilyall","family","scientific_name","trophic","count"
"121775",121775,"Yellow tang","2013-08-04T00:00:00Z",19.15302216,-155.9155067,"Main Hawaiian Islands","Hawaii","HAW-487","Forereef","Shallow",5951,"2013-08-04T00:00:00Z",2013,"MKM","A","nSPC",0,-15,5,7.5,5,0,0,5,88,2,0,0,0,0,0,0,NA,NA,"MIX","Mixed Habitats","None",15,40,30,10,10,10,1.7,"O","C",83,"HA1304",4,6.1,1945490,1845958551,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",4
"121776",121776,"Yellow tang","2013-08-05T00:00:00Z",19.66451297,-154.9748457,"Main Hawaiian Islands","Hawaii","HAW-649","Forereef","Mid",5963,"2013-08-05T00:00:00Z",2013,"AEG","A","nSPC",0,-15,12,7.5,25,0,10,25,35,5,0,0,0,0,0,0,NA,NA,"AGR","Aggregate Reef","None",22,40,40,20,0,0,0.6,"O","A",83,"HA1304",12.1,12.7,NA,NA,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",0
"121777",121777,"Yellow tang","2013-08-05T00:00:00Z",19.66451297,-154.9748457,"Main Hawaiian Islands","Hawaii","HAW-649","Forereef","Mid",5963,"2013-08-05T00:00:00Z",2013,"PMA","A","nSPC",-1,-15,12,7.5,15,0,8,8,67,2,0,0,0,0,0,0,NA,NA,"AGR","Aggregate Reef","None",17,40,45,15,0,0,0.8,"R","R",83,"HA1304",12,12,NA,NA,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",0
"121778",121778,"Yellow tang","2013-08-05T00:00:00Z",19.7366633,-155.0156763,"Main Hawaiian Islands","Hawaii","HAW-748","Forereef","Shallow",5960,"2013-08-05T00:00:00Z",2013,"JPZ","A","nSPC",0,-15,3,7.5,5,0,5,5,85,0,0,0,0,0,0,0,NA,NA,"PSC","Pavement with Sand Channels","None",15,40,20,15,20,5,3,"O","O",83,"HA1304",2.4,4.8,NA,NA,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",0
"121779",121779,"Yellow tang","2013-08-05T00:00:00Z",19.7366633,-155.0156763,"Main Hawaiian Islands","Hawaii","HAW-748","Forereef","Shallow",5960,"2013-08-05T00:00:00Z",2013,"MKM","A","nSPC",-1,-15,3,7.5,5,0,0,5,90,0,0,0,0,0,0,0,NA,NA,"PSC","Pavement with Sand Channels","None",12,40,20,10,20,10,3,"O","O",83,"HA1304",3,5.8,1945919,1845958562,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"121780",121780,"Yellow tang","2013-08-05T00:00:00Z",19.7366633,-155.0156763,"Main Hawaiian Islands","Hawaii","HAW-748","Forereef","Shallow",5960,"2013-08-05T00:00:00Z",2013,"MKM","A","nSPC",-1,-15,3,7.5,5,0,0,5,90,0,0,0,0,0,0,0,NA,NA,"PSC","Pavement with Sand Channels","None",12,40,20,10,20,10,3,"O","O",83,"HA1304",3,5.8,1945920,1845958562,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121781",121781,"Yellow tang","2013-08-05T00:00:00Z",19.74418798,-155.0468021,"Main Hawaiian Islands","Hawaii","HAW-632","Forereef","Deep",5964,"2013-08-05T00:00:00Z",2013,"AEG","A","nSPC",-1,-15,22,7.5,75,0,0,15,10,0,0,0,0,0,0,0,NA,NA,"AGR","Aggregate Reef","Slight",15,90,10,0,0,0,0.4,"O","R",83,"HA1304",22.7,22.7,NA,NA,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",0
"121782",121782,"Yellow tang","2013-08-05T00:00:00Z",19.74418798,-155.0468021,"Main Hawaiian Islands","Hawaii","HAW-632","Forereef","Deep",5964,"2013-08-05T00:00:00Z",2013,"JMA","A","nSPC",0,-15,22,7.5,65,0,0,10,25,0,0,0,0,0,0,0,NA,NA,"AGR","Aggregate Reef","Slight",11,30,55,15,0,0,0.7,"O","R",83,"HA1304",22.5,23,NA,NA,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",0
"121783",121783,"Yellow tang","2013-08-05T00:00:00Z",19.74481596,-155.0538582,"Main Hawaiian Islands","Hawaii","HAW-643","Forereef","Mid",5959,"2013-08-05T00:00:00Z",2013,"JPZ","A","nSPC",-1,-15,11,7.5,45,0,5,5,45,0,0,0,0,0,0,0,NA,NA,"SAG","Spur and Groove","None",15,30,30,30,10,0,1.2,"O","R",83,"HA1304",10.9,11.8,1945813,1845958559,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121784",121784,"Yellow tang","2013-08-05T00:00:00Z",19.74481596,-155.0538582,"Main Hawaiian Islands","Hawaii","HAW-643","Forereef","Mid",5959,"2013-08-05T00:00:00Z",2013,"MKM","A","nSPC",0,-15,11,7.5,30,0,2,5,63,0,0,0,0,0,0,0,NA,NA,"SAG","Spur and Groove","None",12,10,65,20,5,0,1.5,"O","R",83,"HA1304",10.7,11.9,1946039,1845958565,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",3
"121785",121785,"Yellow tang","2013-08-05T00:00:00Z",19.74557402,-155.0255332,"Main Hawaiian Islands","Hawaii","HAW-629","Forereef","Deep",5961,"2013-08-05T00:00:00Z",2013,"JPZ","A","nSPC",-1,-15,23,7.5,25,0,20,15,40,0,0,0,0,0,0,0,NA,NA,"AGR","Aggregate Reef","None",15,80,15,5,0,0,1,"O","R",83,"HA1304",23,23.9,1945868,1845958561,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",6
"121786",121786,"Yellow tang","2013-08-05T00:00:00Z",19.74557402,-155.0255332,"Main Hawaiian Islands","Hawaii","HAW-629","Forereef","Deep",5961,"2013-08-05T00:00:00Z",2013,"JPZ","A","nSPC",-1,-15,23,7.5,25,0,20,15,40,0,0,0,0,0,0,0,NA,NA,"AGR","Aggregate Reef","None",15,80,15,5,0,0,1,"O","R",83,"HA1304",23,23.9,1945869,1845958561,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",10
"121787",121787,"Yellow tang","2013-08-05T00:00:00Z",19.74557402,-155.0255332,"Main Hawaiian Islands","Hawaii","HAW-629","Forereef","Deep",5961,"2013-08-05T00:00:00Z",2013,"JPZ","A","nSPC",-1,-15,23,7.5,25,0,20,15,40,0,0,0,0,0,0,0,NA,NA,"AGR","Aggregate Reef","None",15,80,15,5,0,0,1,"O","R",83,"HA1304",23,23.9,1945870,1845958561,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121788",121788,"Yellow tang","2013-08-05T00:00:00Z",19.74557402,-155.0255332,"Main Hawaiian Islands","Hawaii","HAW-629","Forereef","Deep",5961,"2013-08-05T00:00:00Z",2013,"MKM","A","nSPC",0,-15,22,7.5,30,0,15,10,45,0,0,0,0,0,0,0,NA,NA,"AGR","Aggregate Reef","None",10,25,75,0,0,0,0.5,"R","R",83,"HA1304",22.3,22.9,1945975,1845958563,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",3
"121789",121789,"Yellow tang","2013-08-05T00:00:00Z",19.74557402,-155.0255332,"Main Hawaiian Islands","Hawaii","HAW-629","Forereef","Deep",5961,"2013-08-05T00:00:00Z",2013,"MKM","A","nSPC",0,-15,22,7.5,30,0,15,10,45,0,0,0,0,0,0,0,NA,NA,"AGR","Aggregate Reef","None",10,25,75,0,0,0,0.5,"R","R",83,"HA1304",22.3,22.9,1945976,1845958563,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",4
"121790",121790,"Yellow tang","2013-08-05T00:00:00Z",19.74557402,-155.0255332,"Main Hawaiian Islands","Hawaii","HAW-629","Forereef","Deep",5961,"2013-08-05T00:00:00Z",2013,"MKM","A","nSPC",0,-15,22,7.5,30,0,15,10,45,0,0,0,0,0,0,0,NA,NA,"AGR","Aggregate Reef","None",10,25,75,0,0,0,0.5,"R","R",83,"HA1304",22.3,22.9,1945977,1845958563,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"121791",121791,"Yellow tang","2013-08-05T00:00:00Z",19.74557402,-155.0255332,"Main Hawaiian Islands","Hawaii","HAW-629","Forereef","Deep",5961,"2013-08-05T00:00:00Z",2013,"MKM","A","nSPC",0,-15,22,7.5,30,0,15,10,45,0,0,0,0,0,0,0,NA,NA,"AGR","Aggregate Reef","None",10,25,75,0,0,0,0.5,"R","R",83,"HA1304",22.3,22.9,1945978,1845958563,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"121792",121792,"Yellow tang","2013-08-05T00:00:00Z",19.74691001,-155.0579811,"Main Hawaiian Islands","Hawaii","HAW-640","Forereef","Mid",5962,"2013-08-05T00:00:00Z",2013,"AEG","A","nSPC",0,-15,11,7.5,30,0,20,30,20,0,0,0,0,0,0,0,NA,NA,"AGR","Aggregate Reef","None",15,30,35,35,0,0,1,"R","R",83,"HA1304",10.9,11.5,1946213,1845958570,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121793",121793,"Yellow tang","2013-08-05T00:00:00Z",19.74691001,-155.0579811,"Main Hawaiian Islands","Hawaii","HAW-640","Forereef","Mid",5962,"2013-08-05T00:00:00Z",2013,"PMA","A","nSPC",-1,-15,11,7.5,40,0,15,15,30,0,0,0,0,0,0,0,NA,NA,"AGR","Aggregate Reef","None",15,30,40,30,0,0,1,"R","R",83,"HA1304",12,12,1946175,1845958569,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121794",121794,"Yellow tang","2013-08-05T00:00:00Z",19.77316163,-155.0877632,"Main Hawaiian Islands","Hawaii","HAW-664","Forereef","Shallow",5965,"2013-08-05T00:00:00Z",2013,"JMA","A","nSPC",0,-15,4,7.5,20,0,0,20,55,0,0,5,0,0,0,0,NA,NA,"ROB","Rock/Boulder","Slight",9,10,30,35,25,0,1.4,"O","R",83,"HA1304",4,4.7,NA,NA,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",0
"121795",121795,"Yellow tang","2013-08-05T00:00:00Z",19.77316163,-155.0877632,"Main Hawaiian Islands","Hawaii","HAW-664","Forereef","Shallow",5965,"2013-08-05T00:00:00Z",2013,"PMA","A","nSPC",-1,-15,5,7.5,10,0,3,8,76,0,0,3,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",15,10,20,40,20,10,2,"R","R",83,"HA1304",5,6.3,NA,NA,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",0
"121796",121796,"Yellow tang","2013-08-05T00:00:00Z",19.8325335,-155.0803804,"Main Hawaiian Islands","Hawaii","HAW-631","Forereef","Deep",5958,"2013-08-05T00:00:00Z",2013,"JPZ","A","nSPC",0,-15,23,7.5,5,0,5,0,75,15,0,0,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",15,20,30,45,5,0,1.5,"R","R",83,"HA1304",22.7,24.5,NA,NA,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",0
"121797",121797,"Yellow tang","2013-08-05T00:00:00Z",19.8325335,-155.0803804,"Main Hawaiian Islands","Hawaii","HAW-631","Forereef","Deep",5958,"2013-08-05T00:00:00Z",2013,"MKM","A","nSPC",-1,-15,23,7.5,5,0,0,5,88,2,0,0,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",15,5,10,50,30,5,1.7,"R","R",83,"HA1304",22.3,23.2,NA,NA,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",0
"121798",121798,"Yellow tang","2013-08-06T00:00:00Z",19.36723553,-154.9548368,"Main Hawaiian Islands","Hawaii","HAW-757","Forereef","Mid",5979,"2013-08-06T00:00:00Z",2013,"JPZ","A","nSPC",0,-15,11,7.5,15,0,5,0,70,10,0,0,0,0,0,0,NA,NA,"ROB","Rock/Boulder","Moderate",12,10,20,70,0,0,1,"R","R",83,"HA1304",10.9,12.1,1946803,1845958584,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",3
"121799",121799,"Yellow tang","2013-08-06T00:00:00Z",19.36723553,-154.9548368,"Main Hawaiian Islands","Hawaii","HAW-757","Forereef","Mid",5979,"2013-08-06T00:00:00Z",2013,"JPZ","A","nSPC",0,-15,11,7.5,15,0,5,0,70,10,0,0,0,0,0,0,NA,NA,"ROB","Rock/Boulder","Moderate",12,10,20,70,0,0,1,"R","R",83,"HA1304",10.9,12.1,1946804,1845958584,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121800",121800,"Yellow tang","2013-08-06T00:00:00Z",19.36723553,-154.9548368,"Main Hawaiian Islands","Hawaii","HAW-757","Forereef","Mid",5979,"2013-08-06T00:00:00Z",2013,"PMA","A","nSPC",-1,-15,12,7.5,15,0,1,3,69,10,0,2,0,0,0,0,NA,NA,"ROB","Rock/Boulder","Moderate",15,20,30,40,5,5,1.6,"R","R",83,"HA1304",12.5,12.5,1947323,1845958594,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121801",121801,"Yellow tang","2013-08-06T00:00:00Z",19.36723553,-154.9548368,"Main Hawaiian Islands","Hawaii","HAW-757","Forereef","Mid",5979,"2013-08-06T00:00:00Z",2013,"PMA","A","nSPC",-1,-15,12,7.5,15,0,1,3,69,10,0,2,0,0,0,0,NA,NA,"ROB","Rock/Boulder","Moderate",15,20,30,40,5,5,1.6,"R","R",83,"HA1304",12.5,12.5,1947324,1845958594,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"121802",121802,"Yellow tang","2013-08-06T00:00:00Z",19.37339933,-154.9464032,"Main Hawaiian Islands","Hawaii","HAW-755","Forereef","Mid",5980,"2013-08-06T00:00:00Z",2013,"JMA","A","nSPC",0,-15,12,7.5,20,0,2,13,48,15,0,2,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",12,15,15,20,20,30,2,"O","R",83,"HA1304",11.8,12.3,1946607,1845958580,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121803",121803,"Yellow tang","2013-08-06T00:00:00Z",19.37339933,-154.9464032,"Main Hawaiian Islands","Hawaii","HAW-755","Forereef","Mid",5980,"2013-08-06T00:00:00Z",2013,"JMA","A","nSPC",0,-15,12,7.5,20,0,2,13,48,15,0,2,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",12,15,15,20,20,30,2,"O","R",83,"HA1304",11.8,12.3,1946608,1845958580,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121804",121804,"Yellow tang","2013-08-06T00:00:00Z",19.37339933,-154.9464032,"Main Hawaiian Islands","Hawaii","HAW-755","Forereef","Mid",5980,"2013-08-06T00:00:00Z",2013,"JMA","A","nSPC",0,-15,12,7.5,20,0,2,13,48,15,0,2,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",12,15,15,20,20,30,2,"O","R",83,"HA1304",11.8,12.3,1946609,1845958580,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121805",121805,"Yellow tang","2013-08-06T00:00:00Z",19.37339933,-154.9464032,"Main Hawaiian Islands","Hawaii","HAW-755","Forereef","Mid",5980,"2013-08-06T00:00:00Z",2013,"JPZ","A","nSPC",-1,-15,12,7.5,10,0,0,2,83,5,0,0,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",10,10,20,20,30,20,2,"R","R",83,"HA1304",10.3,12.1,1946732,1845958582,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"121806",121806,"Yellow tang","2013-08-06T00:00:00Z",19.37339933,-154.9464032,"Main Hawaiian Islands","Hawaii","HAW-755","Forereef","Mid",5980,"2013-08-06T00:00:00Z",2013,"JPZ","A","nSPC",-1,-15,12,7.5,10,0,0,2,83,5,0,0,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",10,10,20,20,30,20,2,"R","R",83,"HA1304",10.3,12.1,1946733,1845958582,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"121807",121807,"Yellow tang","2013-08-06T00:00:00Z",19.38144528,-154.935782,"Main Hawaiian Islands","Hawaii","HAW-754","Forereef","Mid",5973,"2013-08-06T00:00:00Z",2013,"AEG","A","nSPC",-1,-15,14,7.5,30,0,10,5,45,5,0,5,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",15,45,45,10,0,0,0.6,"R","R",83,"HA1304",11.2,15.2,1946911,1845958586,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",8
"121808",121808,"Yellow tang","2013-08-06T00:00:00Z",19.38144528,-154.935782,"Main Hawaiian Islands","Hawaii","HAW-754","Forereef","Mid",5973,"2013-08-06T00:00:00Z",2013,"MKM","A","nSPC",0,-15,14,7.5,10,0,0,5,75,5,0,5,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",10,20,15,30,25,10,2.5,"R","R",83,"HA1304",12.2,14.9,1946516,1845958578,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"121809",121809,"Yellow tang","2013-08-06T00:00:00Z",19.38144528,-154.935782,"Main Hawaiian Islands","Hawaii","HAW-754","Forereef","Mid",5973,"2013-08-06T00:00:00Z",2013,"MKM","A","nSPC",0,-15,14,7.5,10,0,0,5,75,5,0,5,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",10,20,15,30,25,10,2.5,"R","R",83,"HA1304",12.2,14.9,1946517,1845958578,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",3
"121810",121810,"Yellow tang","2013-08-06T00:00:00Z",19.38144528,-154.935782,"Main Hawaiian Islands","Hawaii","HAW-754","Forereef","Mid",5973,"2013-08-06T00:00:00Z",2013,"MKM","A","nSPC",0,-15,14,7.5,10,0,0,5,75,5,0,5,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",10,20,15,30,25,10,2.5,"R","R",83,"HA1304",12.2,14.9,1946518,1845958578,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121811",121811,"Yellow tang","2013-08-06T00:00:00Z",19.39415543,-154.9258347,"Main Hawaiian Islands","Hawaii","HAW-662","Forereef","Shallow",5974,"2013-08-06T00:00:00Z",2013,"AEG","A","nSPC",-1,-15,5,7.5,20,0,20,30,25,5,0,0,0,0,0,0,NA,NA,"PSC","Pavement with Sand Channels","None",12,20,20,20,20,20,2.5,"D","O",83,"HA1304",4.2,5.2,1947049,1845958589,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",3
"121812",121812,"Yellow tang","2013-08-06T00:00:00Z",19.39415543,-154.9258347,"Main Hawaiian Islands","Hawaii","HAW-662","Forereef","Shallow",5974,"2013-08-06T00:00:00Z",2013,"MKM","A","nSPC",0,-15,6,7.5,10,0,0,5,80,5,0,0,0,0,0,0,NA,NA,"PSC","Pavement with Sand Channels","None",10,25,30,30,10,5,2,"A","R",83,"HA1304",5.5,6.7,1946337,1845958574,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121813",121813,"Yellow tang","2013-08-06T00:00:00Z",19.39415543,-154.9258347,"Main Hawaiian Islands","Hawaii","HAW-662","Forereef","Shallow",5974,"2013-08-06T00:00:00Z",2013,"MKM","A","nSPC",0,-15,6,7.5,10,0,0,5,80,5,0,0,0,0,0,0,NA,NA,"PSC","Pavement with Sand Channels","None",10,25,30,30,10,5,2,"A","R",83,"HA1304",5.5,6.7,1946338,1845958574,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121814",121814,"Yellow tang","2013-08-06T00:00:00Z",19.40856803,-154.9009287,"Main Hawaiian Islands","Hawaii","HAW-648","Forereef","Mid",5972,"2013-08-06T00:00:00Z",2013,"AEG","A","nSPC",-1,-15,11,7.5,25,0,10,10,30,25,0,0,0,0,0,0,NA,NA,"PSC","Pavement with Sand Channels","Slight",20,30,25,25,10,10,3,"O","R",83,"HA1304",10,13,NA,NA,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",0
"121815",121815,"Yellow tang","2013-08-06T00:00:00Z",19.40856803,-154.9009287,"Main Hawaiian Islands","Hawaii","HAW-648","Forereef","Mid",5972,"2013-08-06T00:00:00Z",2013,"MKM","A","nSPC",0,-15,11,7.5,10,0,0,5,49,35,0,1,0,0,0,0,NA,NA,"PSC","Pavement with Sand Channels","None",12,35,45,10,10,0,1.2,"R","R",83,"HA1304",9.4,11.6,1946469,1845958577,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121816",121816,"Yellow tang","2013-08-06T00:00:00Z",19.4231828,-154.8839146,"Main Hawaiian Islands","Hawaii","HAW-663","Forereef","Shallow",5978,"2013-08-06T00:00:00Z",2013,"JMA","A","nSPC",0,-15,5,7.5,25,0,5,5,60,0,0,5,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",10,10,50,20,10,10,1.7,"A","C",83,"HA1304",5.5,5.9,NA,NA,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",0
"121817",121817,"Yellow tang","2013-08-06T00:00:00Z",19.4231828,-154.8839146,"Main Hawaiian Islands","Hawaii","HAW-663","Forereef","Shallow",5978,"2013-08-06T00:00:00Z",2013,"PMA","A","nSPC",-1,-15,5,7.5,10,0,0,2,87,1,0,0,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",15,35,30,30,5,0,1.1,"C","R",83,"HA1304",6.2,6.2,NA,NA,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",0
"121818",121818,"Yellow tang","2013-08-06T00:00:00Z",19.42717879,-154.8753698,"Main Hawaiian Islands","Hawaii","HAW-751","Forereef","Deep",5977,"2013-08-06T00:00:00Z",2013,"JMA","A","nSPC",0,-15,23,7.5,15,0,0,5,80,0,0,0,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",15,20,20,30,20,10,1.7,"R","R",83,"HA1304",23,23.7,1947203,1845958592,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",3
"121819",121819,"Yellow tang","2013-08-06T00:00:00Z",19.42717879,-154.8753698,"Main Hawaiian Islands","Hawaii","HAW-751","Forereef","Deep",5977,"2013-08-06T00:00:00Z",2013,"JPZ","A","nSPC",-1,-15,20,7.5,3,0,0,1,96,0,0,0,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",16,50,10,20,15,5,2.3,"C","R",83,"HA1304",20.6,20.6,1947166,1845958591,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"121820",121820,"Yellow tang","2013-08-06T00:00:00Z",19.44146164,-154.8574018,"Main Hawaiian Islands","Hawaii","HAW-625","Forereef","Deep",5971,"2013-08-06T00:00:00Z",2013,"AEG","A","nSPC",-1,-15,21,7.5,10,0,25,30,30,5,0,0,0,0,0,0,NA,NA,"RRB","Reef Rubble","Slight",20,40,60,0,0,0,0.5,"R","R",83,"HA1304",20,25.5,1946752,1845958583,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",6
"121821",121821,"Yellow tang","2013-08-06T00:00:00Z",19.44146164,-154.8574018,"Main Hawaiian Islands","Hawaii","HAW-625","Forereef","Deep",5971,"2013-08-06T00:00:00Z",2013,"MKM","A","nSPC",0,-15,21,7.5,5,0,0,5,88,2,0,0,0,0,0,0,NA,NA,"RRB","Reef Rubble","None",15,30,60,5,5,0,1.5,"R","R",83,"HA1304",18.3,24.4,1946414,1845958576,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",1
"121822",121822,"Yellow tang","2013-08-06T00:00:00Z",19.44146164,-154.8574018,"Main Hawaiian Islands","Hawaii","HAW-625","Forereef","Deep",5971,"2013-08-06T00:00:00Z",2013,"MKM","A","nSPC",0,-15,21,7.5,5,0,0,5,88,2,0,0,0,0,0,0,NA,NA,"RRB","Reef Rubble","None",15,30,60,5,5,0,1.5,"R","R",83,"HA1304",18.3,24.4,1946415,1845958576,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",2
"121823",121823,"Yellow tang","2013-08-06T00:00:00Z",19.4433614,-154.8556298,"Main Hawaiian Islands","Hawaii","HAW-750","Forereef","Mid",5976,"2013-08-06T00:00:00Z",2013,"JPZ","A","nSPC",0,-15,14,7.5,15,0,0,5,77,0,0,3,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",17,10,30,35,15,10,2.2,"O","R",83,"HA1304",12.1,16.7,1946987,1845958588,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",4
"121824",121824,"Yellow tang","2013-08-06T00:00:00Z",19.4433614,-154.8556298,"Main Hawaiian Islands","Hawaii","HAW-750","Forereef","Mid",5976,"2013-08-06T00:00:00Z",2013,"JPZ","A","nSPC",0,-15,14,7.5,15,0,0,5,77,0,0,3,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",17,10,30,35,15,10,2.2,"O","R",83,"HA1304",12.1,16.7,1946988,1845958588,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",3
"121825",121825,"Yellow tang","2013-08-06T00:00:00Z",19.4433614,-154.8556298,"Main Hawaiian Islands","Hawaii","HAW-750","Forereef","Mid",5976,"2013-08-06T00:00:00Z",2013,"PMA","A","nSPC",-1,-15,14,7.5,20,0,0,15,60,0,0,5,0,0,0,0,NA,NA,"ROB","Rock/Boulder","None",17,30,30,25,10,5,4,"R","R",83,"HA1304",13,18,1947257,1845958593,"ZEFL","Zebrasoma flavescens","Surgeonfish","Acanthuridae","Zebrasoma flavescens","H",4
