"","Site","Species","Bandno","Date","Sex","Age","Oldpox","Activepox","Malaria","Elev"
"9262","KV","JAWE","194006647","6/4/93","M","A",0,0,2,"mid"
"9263","KV","JAWE","194006648","6/4/93","U","U",0,0,2,"mid"
"9264","KV","JAWE","194006648","7/28/93","U","U",0,0,2,"mid"
"9265","KV","JAWE","194006648","2/23/94","U","A",0,0,2,"mid"
"9266","KV","JAWE","194006649","6/4/93","U","U",0,0,2,"mid"
"9267","KV","JAWE","194006650","6/4/93","U","U",0,0,2,"mid"
"9268","KV","JAWE","194006651","6/4/93","U","U",0,0,2,"mid"
"9269","KV","JAWE","194006652","6/4/93","U","U",0,0,2,"mid"
"9270","KV","JAWE","194006678","11/1/93","U","U",0,0,2,"mid"
"9271","KV","JAWE","194006678","3/29/94","U","A",0,0,2,"mid"
"9272","KV","JAWE","194006678","2/15/95","U","A",0,0,2,"mid"
"9273","KV","JAWE","194006678","4/11/95","U","A",0,0,2,"mid"
"9274","KV","JAWE","194006678","3/25/97","U","A",0,0,2,"mid"
"9275","KV","JAWE","194006678","5/22/97","U","A",0,0,2,"mid"
"9276","KV","JAWE","194006679","11/2/93","U","U",0,0,2,"mid"
"9277","KV","JAWE","194006680","11/3/93","U","U",0,0,2,"mid"
"9278","KV","JAWE","194006681","11/3/93","U","U",0,0,2,"mid"
"9279","KV","JAWE","194006682","11/3/93","U","U",0,0,2,"mid"
"9280","KV","JAWE","194006684","11/5/93","U","U",0,0,2,"mid"
"9281","KV","JAWE","194006694","1/18/94","U","H",0,0,2,"mid"
"9282","KV","JAWE","194006695","1/20/94","U","U",0,0,2,"mid"
"9283","KV","JAWE","194006696","1/20/94","U","U",0,0,2,"mid"
"9284","KV","JAWE","194006697","1/25/94","U","U",0,0,2,"mid"
"9285","KV","JAWE","194006698","1/26/94","U","U",0,0,2,"mid"
"9286","KV","JAWE","194006699","1/26/94","U","U",0,0,2,"mid"
"9287","KV","JAWE","194006699","2/22/94","U","U",0,0,2,"mid"
"9288","KV","JAWE","194006705","7/26/93","U","U",0,0,2,"mid"
"9289","KV","JAWE","194006706","7/26/93","U","U",0,0,2,"mid"
"9290","KV","JAWE","194006707","7/26/93","M","A",0,0,2,"mid"
"9291","KV","JAWE","194006708","7/28/93","M","A",0,0,2,"mid"
"9292","KV","JAWE","194006708","9/21/93","M","A",0,0,2,"mid"
"9293","KV","JAWE","194006709","7/28/93","U","U",0,0,2,"mid"
"9294","KV","JAWE","194006710","7/28/93","U","U",0,0,2,"mid"
"9295","KV","JAWE","194006711","7/28/93","U","U",0,0,2,"mid"
"9296","KV","JAWE","194006712","7/29/93","U","U",0,0,2,"mid"
"9297","KV","JAWE","194006713","7/29/93","U","U",0,0,2,"mid"
"9298","KV","JAWE","194006713","4/11/96","U","A",0,0,2,"mid"
"9299","KV","JAWE","194006714","7/29/93","U","U",0,0,2,"mid"
"9300","KV","JAWE","194006714","8/22/94","U","A",0,0,2,"mid"
"9301","KV","JAWE","194006715","7/29/93","U","U",0,0,2,"mid"
"9302","KV","JAWE","194006716","7/29/93","M","A",0,0,2,"mid"
"9303","KV","JAWE","194006729","9/20/93","M","U",0,0,2,"mid"
"9304","KV","JAWE","194006729","5/16/94","M","A",0,0,2,"mid"
"9305","KV","JAWE","194006729","8/24/94","M","A",0,0,2,"mid"
"9306","KV","JAWE","194006729","2/13/95","M","A",0,0,2,"mid"
"9307","KV","JAWE","194006729","3/14/95","M","A",0,0,2,"mid"
"9308","KV","JAWE","194006730","9/20/93","U","U",0,0,2,"mid"
"9309","KV","JAWE","194006731","9/21/93","U","U",0,0,2,"mid"
"9310","KV","JAWE","194006732","9/21/93","U","U",0,0,2,"mid"
"9311","KV","JAWE","194006733","9/21/93","M","U",0,0,2,"mid"
"9312","KV","JAWE","194006733","7/1/94","M","A",0,0,2,"mid"
"9313","KV","JAWE","194006734","9/22/93","U","U",0,0,2,"mid"
"9314","KV","JAWE","194006752","2/22/94","U","U",0,0,2,"mid"
"9315","KV","JAWE","194006752","12/9/94","U","U",0,0,2,"mid"
"9316","KV","JAWE","194006752","2/16/95","U","A",0,0,2,"mid"
"9317","KV","JAWE","194006752","1/27/97","U","A",0,0,2,"mid"
"9318","KV","JAWE","194006752","1/7/98","U","A",0,0,2,"mid"
"9319","KV","JAWE","194006753","2/23/94","U","U",0,0,2,"mid"
"9320","KV","JAWE","194006753","5/11/98","U","A",0,0,2,"mid"
"9321","KV","JAWE","194006754","2/23/94","U","U",0,0,2,"mid"
"9322","KV","JAWE","194006755","2/24/94","U","U",0,0,2,"mid"
"9323","KV","JAWE","194006756","2/24/94","U","U",0,0,2,"mid"
"9324","KV","JAWE","194006760","3/24/94","U","U",0,0,2,"mid"
"9325","KV","JAWE","194006760","1/18/95","U","A",0,0,2,"mid"
"9326","KV","JAWE","194006760","2/13/95","U","A",0,0,2,"mid"
"9327","KV","JAWE","194006760","4/10/95","U","A",0,0,2,"mid"
"9328","KV","JAWE","194006760","4/11/96","U","A",0,0,2,"mid"
"9329","KV","JAWE","194006760","1/27/97","U","A",0,0,2,"mid"
"9330","KV","JAWE","206028010","1/27/97","U","U",0,0,2,"mid"
"9331","KV","JAWE","206072804","6/12/96","U","U",0,0,2,"mid"
"9332","KV","JAWE","206072805","6/11/96","U","U",0,0,2,"mid"
"9333","KV","JAWE","206072810","9/25/95","U","U",0,0,2,"mid"
"9334","KV","JAWE","206072810","11/7/95","U","U",0,0,2,"mid"
"9335","KV","JAWE","206072810","5/7/96","U","A",0,0,2,"mid"
"9336","KV","JAWE","206072810","4/22/97","U","A",0,0,2,"mid"
"9337","KV","JAWE","206072811","9/25/95","U","U",0,0,2,"mid"
"9338","KV","JAWE","206072812","9/25/95","U","U",0,0,2,"mid"
"9339","KV","JAWE","206072813","6/25/95","U","U",0,0,2,"mid"
"9340","KV","JAWE","206072814","9/25/95","U","U",0,0,2,"mid"
"9341","KV","JAWE","206072815","9/26/95","U","U",0,0,2,"mid"
"9342","KV","JAWE","206072816","9/26/95","U","U",0,0,2,"mid"
"9343","KV","JAWE","206072817","9/26/95","U","U",0,0,2,"mid"
"9344","KV","JAWE","206072818","9/27/95","U","U",0,0,2,"mid"
"9345","KV","JAWE","206072818","11/6/95","U","U",0,0,2,"mid"
"9346","KV","JAWE","206072818","3/20/96","U","A",0,0,2,"mid"
"9347","KV","JAWE","206072818","4/8/96","U","A",0,0,2,"mid"
"9348","KV","JAWE","206072818","5/8/96","U","A",0,0,2,"mid"
"9349","KV","JAWE","206072819","9/27/95","U","U",0,0,2,"mid"
"9350","KV","JAWE","206072820","9/27/95","U","U",0,0,2,"mid"
"9351","KV","JAWE","206072821","9/27/95","U","U",0,0,2,"mid"
"9352","KV","JAWE","206072822","9/29/95","U","U",0,0,2,"mid"
"9353","KV","JAWE","206072823","9/29/95","U","U",0,0,2,"mid"
"9354","KV","JAWE","206072825","11/6/95","U","U",0,0,2,"mid"
"9355","KV","JAWE","206072826","11/6/95","U","U",0,0,2,"mid"
"9356","KV","JAWE","206072827","11/6/95","U","U",0,0,2,"mid"
"9357","KV","JAWE","206072828","11/6/95","U","U",0,0,2,"mid"
"9358","KV","JAWE","206072829","11/7/95","U","U",0,0,2,"mid"
"9359","KV","JAWE","206072830","11/7/95","U","U",0,0,2,"mid"
"9360","KV","JAWE","206072831","11/7/95","U","U",0,0,2,"mid"
"9361","KV","JAWE","206072832","11/8/95","U","U",0,0,2,"mid"
"9362","KV","JAWE","206072833","11/8/95","U","U",0,0,2,"mid"
"9363","KV","JAWE","206072834","1/9/96","U","U",0,0,2,"mid"
"9364","KV","JAWE","206072834","6/11/96","U","U",0,0,2,"mid"
"9365","KV","JAWE","206072835","1/10/96","U","U",0,0,2,"mid"
"9366","KV","JAWE","206072835","2/8/96","U","U",0,0,2,"mid"
"9367","KV","JAWE","206072836","1/10/96","U","U",0,0,2,"mid"
"9368","KV","JAWE","206072837","1/10/96","U","U",0,0,2,"mid"
"9369","KV","JAWE","206072838","1/11/96","U","A",0,0,2,"mid"
"9370","KV","JAWE","206072838","2/7/96","U","A",0,0,2,"mid"
"9371","KV","JAWE","206072838","9/23/96","U","A",0,0,2,"mid"
"9372","KV","JAWE","206072867","3/18/96","U","U",0,0,2,"mid"
"9373","KV","JAWE","206072867","6/11/96","U","U",0,0,2,"mid"
"9374","KV","JAWE","206072868","3/20/96","U","U",0,0,2,"mid"
"9375","KV","JAWE","206072868","4/12/96","U","U",1,0,2,"mid"
"9376","KV","JAWE","206072869","3/22/96","U","U",0,0,2,"mid"
"9377","KV","JAWE","206072870","3/22/96","U","U",0,0,2,"mid"
"9378","KV","JAWE","206072871","4/11/96","U","U",0,0,2,"mid"
"9379","KV","JAWE","206072872","4/12/96","U","U",0,0,2,"mid"
"9380","KV","JAWE","206072873","4/12/96","M","A",0,0,2,"mid"
"9381","KV","JAWE","206072873","5/7/96","M","A",0,0,2,"mid"
"9382","KV","JAWE","206072873","9/26/96","M","A",0,0,2,"mid"
"9383","KV","JAWE","206072873","1/27/97","M","A",0,0,2,"mid"
"9384","KV","JAWE","206072873","2/25/97","M","A",0,0,2,"mid"
"9385","KV","JAWE","206072873","4/21/97","M","A",0,0,2,"mid"
"9386","KV","JAWE","206072873","5/23/97","M","A",0,0,2,"mid"
"9387","KV","JAWE","206072873","6/17/97","M","A",0,0,2,"mid"
"9388","KV","JAWE","206072873","5/11/98","M","A",0,0,2,"mid"
"9389","KV","JAWE","206072873","6/18/98","M","A",0,0,2,"mid"
"9390","KV","JAWE","206072874","4/12/96","U","U",0,0,2,"mid"
"9391","KV","JAWE","206072875","5/6/96","U","H",0,0,2,"mid"
"9392","KV","JAWE","206072876","5/6/96","M","A",0,0,2,"mid"
"9393","KV","JAWE","206072877","5/6/96","M","A",0,0,2,"mid"
"9394","KV","JAWE","206072879","5/7/96","M","A",0,0,2,"mid"
"9395","KV","JAWE","206072880","5/7/96","U","A",0,0,2,"mid"
"9396","KV","JAWE","206072882","5/7/96","U","A",0,0,2,"mid"
"9397","KV","JAWE","206072882","4/25/97","U","A",0,0,2,"mid"
"9398","KV","JAWE","206072882","5/11/98","U","A",0,0,2,"mid"
"9399","KV","JAWE","206072883","5/8/96","U","A",0,0,2,"mid"
"9400","KV","JAWE","206072884","5/8/96","U","H",0,0,2,"mid"
"9401","KV","JAWE","206072886","5/8/96","U","H",0,0,2,"mid"
"9402","KV","JAWE","206072886","8/6/96","U","H",0,0,2,"mid"
"9403","KV","JAWE","206072887","5/9/96","M","A",0,0,2,"mid"
"9404","KV","JAWE","206072887","4/24/97","M","A",0,0,2,"mid"
"9405","KV","JAWE","206072888","5/9/96","U","A",0,0,2,"mid"
"9406","KV","JAWE","206072890","5/10/96","M","A",0,0,2,"mid"
"9407","KV","JAWE","206072891","5/10/96","M","A",0,0,2,"mid"
"9408","KV","JAWE","206072892","6/10/96","U","U",0,0,2,"mid"
"9409","KV","JAWE","206072893","6/10/96","M","A",0,0,2,"mid"
"9410","KV","JAWE","206072893","4/25/97","M","A",0,0,2,"mid"
"9411","KV","JAWE","206072894","6/10/96","U","U",0,0,2,"mid"
"9412","KV","JAWE","206072895","6/10/96","U","A",0,0,2,"mid"
"9413","KV","JAWE","206072896","6/11/96","U","U",0,0,2,"mid"
"9414","KV","JAWE","206072897","6/11/96","U","U",0,0,2,"mid"
"9415","KV","JAWE","206072898","6/11/96","U","U",0,0,2,"mid"
"9416","KV","JAWE","206072899","6/11/96","U","U",0,0,2,"mid"
"9417","KV","JAWE","206072900","6/11/96","U","U",0,0,2,"mid"
"9418","KV","JAWE","206072900","8/5/96","U","U",0,0,2,"mid"
"9419","KV","JAWE","206073201","6/12/96","U","U",0,0,2,"mid"
"9420","KV","JAWE","206073202","6/12/96","U","A",0,0,2,"mid"
"9421","KV","JAWE","206073203","6/13/96","U","U",0,0,2,"mid"
"9422","KV","JAWE","206073203","8/5/96","U","U",0,0,2,"mid"
"9423","KV","JAWE","206073204","6/13/96","U","U",0,0,2,"mid"
"9424","KV","JAWE","206073204","4/21/97","U","A",0,0,2,"mid"
"9425","KV","JAWE","206073205","6/13/96","U","U",0,0,2,"mid"
"9426","KV","JAWE","206073206","6/13/96","U","U",0,0,2,"mid"
"9427","KV","JAWE","206073207","6/13/96","U","U",0,0,2,"mid"
"9428","KV","JAWE","206073208","6/13/96","U","A",0,0,2,"mid"
"9429","KV","JAWE","206073209","6/13/96","U","U",0,0,2,"mid"
"9430","KV","JAWE","206073210","6/13/96","U","U",0,0,2,"mid"
"9431","KV","JAWE","206073211","6/13/96","U","A",0,0,2,"mid"
"9432","KV","JAWE","206073212","6/13/96","U","U",0,0,2,"mid"
"9433","KV","JAWE","206073213","6/13/96","U","U",0,0,2,"mid"
"9434","KV","JAWE","206073214","6/14/96","U","U",0,0,2,"mid"
"9435","KV","JAWE","206073215","8/5/96","U","U",0,0,2,"mid"
"9436","KV","JAWE","206073216","8/5/96","U","A",0,0,2,"mid"
"9437","KV","JAWE","206073217","8/5/96","U","U",0,0,2,"mid"
"9438","KV","JAWE","206073217","4/25/97","U","A",0,0,2,"mid"
"9439","KV","JAWE","206073218","8/5/96","U","U",0,0,2,"mid"
"9440","KV","JAWE","206073219","8/5/96","U","U",0,0,2,"mid"
"9441","KV","JAWE","206073220","8/5/96","U","U",0,0,2,"mid"
"9442","KV","JAWE","206073222","8/5/96","U","U",0,0,2,"mid"
"9443","KV","JAWE","206073223","8/5/96","U","U",0,0,2,"mid"
"9444","KV","JAWE","206073224","8/5/96","U","U",0,0,2,"mid"
"9445","KV","JAWE","206073225","4/21/97","U","A",0,0,2,"mid"
"9446","KV","JAWE","206073225","5/19/97","U","A",0,0,2,"mid"
"9447","KV","JAWE","206073225","11/19/97","U","A",0,0,2,"mid"
"9448","KV","JAWE","206073225","1/5/98","U","A",0,0,2,"mid"
"9449","KV","JAWE","206073225","3/4/98","U","A",0,0,2,"mid"
"9450","KV","JAWE","206073225","5/12/98","U","A",0,0,2,"mid"
"9451","KV","JAWE","206073226","8/5/96","U","U",0,0,2,"mid"
"9452","KV","JAWE","206073227","8/5/96","U","U",0,0,2,"mid"
"9453","KV","JAWE","206073228","8/5/96","U","U",0,0,2,"mid"
"9454","KV","JAWE","206073229","8/5/96","U","U",0,0,2,"mid"
"9455","KV","JAWE","206073230","8/5/96","U","U",0,0,2,"mid"
"9456","KV","JAWE","206073231","8/6/96","U","U",0,0,2,"mid"
"9457","KV","JAWE","206073232","8/6/96","U","U",0,0,2,"mid"
"9458","KV","JAWE","206073233","8/6/96","U","U",0,0,2,"mid"
"9459","KV","JAWE","206073234","8/6/96","U","U",0,0,2,"mid"
"9460","KV","JAWE","206073235","8/6/96","U","U",0,0,2,"mid"
"9461","KV","JAWE","206073236","8/6/96","U","U",0,0,2,"mid"
"9462","KV","JAWE","206073237","8/6/96","U","U",0,0,2,"mid"
"9463","KV","JAWE","206073238","8/6/96","U","U",0,0,2,"mid"
"9464","KV","JAWE","206073239","8/6/96","U","U",0,0,2,"mid"
"9465","KV","JAWE","206073240","8/6/96","U","U",0,0,2,"mid"
"9466","KV","JAWE","206073241","8/6/96","U","U",0,0,2,"mid"
"9467","KV","JAWE","206073242","8/6/96","U","U",0,0,2,"mid"
"9468","KV","JAWE","206073243","8/7/96","U","U",0,0,2,"mid"
"9469","KV","JAWE","206073244","8/7/96","U","U",0,0,2,"mid"
"9470","KV","JAWE","206073245","8/7/96","U","U",0,0,2,"mid"
"9471","KV","JAWE","206073246","8/7/96","U","U",0,0,2,"mid"
"9472","KV","JAWE","206073247","8/7/96","U","U",0,0,2,"mid"
"9473","KV","JAWE","206073248","8/7/96","U","U",0,0,2,"mid"
"9474","KV","JAWE","206073249","8/7/96","U","U",0,0,2,"mid"
"9475","KV","JAWE","206073249","12/30/96","U","U",0,0,2,"mid"
"9476","KV","JAWE","206073250","8/7/96","U","U",0,0,2,"mid"
"9477","KV","JAWE","206073251","8/7/96","U","U",0,0,2,"mid"
"9478","KV","JAWE","206073253","8/8/96","U","U",0,0,2,"mid"
"9479","KV","JAWE","206073254","8/8/96","U","A",0,0,2,"mid"
"9480","KV","JAWE","206073257","8/8/96","U","U",0,0,2,"mid"
"9481","KV","JAWE","206073258","8/8/96","U","U",0,0,2,"mid"
"9482","KV","JAWE","206073259","8/9/96","U","U",0,0,2,"mid"
"9483","KV","JAWE","206073259","1/2/97","U","A",0,0,2,"mid"
"9484","KV","JAWE","206073259","4/22/97","U","A",0,0,2,"mid"
"9485","KV","JAWE","206073260","8/9/96","U","U",0,0,2,"mid"
"9486","KV","JAWE","206073261","8/9/96","U","U",0,0,2,"mid"
"9487","KV","JAWE","206073262","8/9/96","U","U",0,0,2,"mid"
"9488","KV","JAWE","206073263","8/9/96","U","U",0,0,2,"mid"
"9489","KV","JAWE","206073264","9/23/96","U","U",0,0,2,"mid"
"9490","KV","JAWE","206073265","9/25/96","U","U",0,0,2,"mid"
"9491","KV","JAWE","206073266","9/25/96","U","U",0,0,2,"mid"
"9492","KV","JAWE","206073267","9/25/96","U","U",0,0,2,"mid"
"9493","KV","JAWE","206073268","9/25/96","U","U",0,0,2,"mid"
"9494","KV","JAWE","206073269","9/25/96","U","U",0,0,2,"mid"
"9495","KV","JAWE","206073270","9/25/96","U","U",0,0,2,"mid"
"9496","KV","JAWE","206073270","11/6/96","U","U",0,0,2,"mid"
"9497","KV","JAWE","206073270","12/30/96","U","U",0,0,2,"mid"
"9498","KV","JAWE","206073271","9/25/96","U","U",0,0,2,"mid"
"9499","KV","JAWE","206073272","9/26/96","U","U",0,0,2,"mid"
"9500","KV","JAWE","206073273","9/26/96","U","U",0,0,2,"mid"
"9501","KV","JAWE","206073274","9/26/96","U","U",0,0,2,"mid"
"9502","KV","JAWE","206073275","9/26/96","U","U",0,0,2,"mid"
"9503","KV","JAWE","206073276","9/26/96","U","U",0,0,2,"mid"
"9504","KV","JAWE","206073277","9/26/96","U","U",0,0,2,"mid"
"9505","KV","JAWE","206073278","9/26/96","U","U",0,0,2,"mid"
"9506","KV","JAWE","206073279","9/26/96","U","U",0,0,2,"mid"
"9507","KV","JAWE","206073280","11/4/96","U","U",0,0,2,"mid"
"9508","KV","JAWE","206073281","11/5/96","U","U",0,0,2,"mid"
"9509","KV","JAWE","206073282","11/7/96","U","U",0,0,2,"mid"
"9510","KV","JAWE","206073283","11/8/96","U","U",0,0,2,"mid"
"9511","KV","JAWE","206073283","1/2/97","U","A",0,0,2,"mid"
"9512","KV","JAWE","206073284","11/8/96","U","U",0,0,2,"mid"
"9513","KV","JAWE","206073301","11/8/96","U","U",0,0,2,"mid"
"9514","KV","JAWE","206073311","12/30/96","U","U",0,0,2,"mid"
"9515","KV","JAWE","206073312","12/31/96","U","U",0,0,2,"mid"
"9516","KV","JAWE","206073313","12/31/96","U","U",0,0,2,"mid"
"9517","KV","JAWE","206073314","12/31/96","U","U",0,0,2,"mid"
"9518","KV","JAWE","206073315","1/2/97","U","U",0,0,2,"mid"
"9519","KV","JAWE","206073316","1/27/97","M","A",0,0,2,"mid"
"9520","KV","JAWE","206073316","4/24/97","M","A",0,0,2,"mid"
"9521","KV","JAWE","206073316","5/19/97","M","A",0,0,2,"mid"
"9522","KV","JAWE","206073316","8/11/97","M","A",0,0,2,"mid"
"9523","KV","JAWE","206073316","11/19/97","M","A",0,0,2,"mid"
"9524","KV","JAWE","206073317","1/27/97","U","U",0,0,2,"mid"
"9525","KV","JAWE","206073318","1/28/97","M","A",0,0,2,"mid"
"9526","KV","JAWE","206073318","3/25/97","M","A",0,0,2,"mid"
"9527","KV","JAWE","206073318","4/21/97","M","A",0,0,2,"mid"
"9528","KV","JAWE","206073318","6/24/97","M","A",0,0,2,"mid"
"9529","KV","JAWE","206073319","2/24/97","U","U",0,0,2,"mid"
"9530","KV","JAWE","206073320","2/26/97","M","A",0,0,2,"mid"
"9531","KV","JAWE","206073321","3/24/97","M","A",0,0,2,"mid"
"9532","KV","JAWE","206073321","5/11/98","M","A",0,0,2,"mid"
"9533","KV","JAWE","206073322","3/25/97","U","A",0,0,2,"mid"
"9534","KV","JAWE","206073322","4/21/97","U","A",0,0,2,"mid"
"9535","KV","JAWE","206073323","4/21/97","U","U",0,0,2,"mid"
"9536","KV","JAWE","206073324","4/21/97","U","U",0,0,2,"mid"
"9537","KV","JAWE","206073324","6/20/97","U","U",0,0,2,"mid"
"9538","KV","JAWE","206073325","4/21/97","U","A",0,0,2,"mid"
"9539","KV","JAWE","206073325","5/19/97","U","A",0,0,2,"mid"
"9540","KV","JAWE","206073325","8/15/97","U","A",0,0,2,"mid"
"9541","KV","JAWE","206073326","4/21/97","M","A",0,0,2,"mid"
"9542","KV","JAWE","206073326","5/19/97","M","A",0,0,2,"mid"
"9543","KV","JAWE","206073326","5/13/98","M","A",0,0,2,"mid"
"9544","KV","JAWE","206073327","4/22/97","U","U",0,0,2,"mid"
"9545","KV","JAWE","206073328","4/22/97","U","A",0,0,2,"mid"
"9546","KV","JAWE","206073328","5/21/97","U","A",0,0,2,"mid"
"9547","KV","JAWE","206073329","4/22/97","U","U",0,0,2,"mid"
"9548","KV","JAWE","206073330","4/22/97","U","A",0,0,2,"mid"
"9549","KV","JAWE","206073331","4/24/97","M","A",0,0,2,"mid"
"9550","KV","JAWE","206073332","4/24/97","U","A",0,0,2,"mid"
"9551","KV","JAWE","206073332","5/11/98","U","A",0,0,2,"mid"
"9552","KV","JAWE","206073333","4/25/97","U","H",0,0,2,"mid"
"9553","KV","JAWE","206073334","5/19/97","U","U",0,0,2,"mid"
"9554","KV","JAWE","206073335","5/19/97","U","A",0,0,2,"mid"
"9555","KV","JAWE","206073336","5/19/97","U","U",0,0,2,"mid"
"9556","KV","JAWE","206073337","5/19/97","U","U",0,0,2,"mid"
"9557","KV","JAWE","206073339","5/21/97","U","U",0,0,2,"mid"
"9558","KV","JAWE","206073340","5/22/97","M","A",0,0,2,"mid"
"9559","KV","JAWE","206073341","5/23/97","U","H",0,0,2,"mid"
"9560","KV","JAWE","206073342","5/23/97","U","H",0,0,2,"mid"
"9561","KV","JAWE","206073343","5/23/97","U","H",0,0,2,"mid"
"9562","KV","JAWE","206073344","5/23/97","U","U",0,0,2,"mid"
"9563","KV","JAWE","206073345","5/23/97","U","U",0,0,2,"mid"
"9564","KV","JAWE","206073346","5/23/97","U","A",0,0,2,"mid"
"9565","KV","JAWE","206073347","5/23/97","U","A",0,0,2,"mid"
"9566","KV","JAWE","206073349","8/11/97","U","U",0,0,2,"mid"
"9567","KV","JAWE","206073350","8/12/97","U","U",0,0,2,"mid"
"9568","KV","JAWE","206073350","11/18/97","U","U",0,0,2,"mid"
"9569","KV","JAWE","206073350","1/6/98","U","A",0,0,2,"mid"
"9570","KV","JAWE","206073350","5/11/98","U","A",0,0,2,"mid"
"9571","KV","JAWE","206073350","6/17/98","U","A",0,0,2,"mid"
"9572","KV","JAWE","206073351","8/14/97","U","U",0,0,2,"mid"
"9573","KV","JAWE","206073352","8/15/97","U","U",0,0,2,"mid"
"9574","KV","JAWE","206073353","11/17/97","U","U",0,0,2,"mid"
"9575","KV","JAWE","206073354","11/17/97","U","U",0,0,2,"mid"
"9576","KV","JAWE","206073355","11/17/97","U","U",0,0,2,"mid"
"9577","KV","JAWE","206073356","11/17/97","U","U",0,0,2,"mid"
"9578","KV","JAWE","206073357","11/17/97","U","U",0,0,2,"mid"
"9579","KV","JAWE","206073358","11/17/97","U","U",0,0,2,"mid"
"9580","KV","JAWE","206073359","11/17/97","U","U",0,0,2,"mid"
"9581","KV","JAWE","206073360","11/17/97","U","U",0,0,2,"mid"
"9582","KV","JAWE","206073361","11/18/97","U","U",0,0,2,"mid"
"9583","KV","JAWE","206073362","11/18/97","U","U",0,0,2,"mid"
"9584","KV","JAWE","206073363","11/18/97","U","U",0,0,2,"mid"
"9585","KV","JAWE","206073364","11/18/97","U","U",0,0,2,"mid"
"9586","KV","JAWE","206073365","11/18/97","U","U",0,0,2,"mid"
"9587","KV","JAWE","206073366","11/18/97","U","U",0,0,2,"mid"
"9588","KV","JAWE","206073367","11/18/97","U","U",0,0,2,"mid"
"9589","KV","JAWE","206073368","11/18/97","U","U",0,0,2,"mid"
"9590","KV","JAWE","206073370","11/19/97","U","U",0,0,2,"mid"
"9591","KV","JAWE","206073371","11/19/97","U","U",0,0,2,"mid"
"9592","KV","JAWE","206073372","11/19/97","U","U",0,0,2,"mid"
"9593","KV","JAWE","206073372","6/19/98","U","A",0,0,2,"mid"
"9594","KV","JAWE","206073373","11/19/97","U","U",0,0,2,"mid"
"9595","KV","JAWE","206073374","11/20/97","U","U",0,0,2,"mid"
"9596","KV","JAWE","206073375","11/21/97","U","U",0,0,2,"mid"
"9597","KV","JAWE","206073376","11/21/97","U","U",0,0,2,"mid"
"9598","KV","JAWE","206073377","11/21/97","U","U",0,0,2,"mid"
"9599","KV","JAWE","206073378","11/21/97","U","U",0,0,2,"mid"
"9600","KV","JAWE","206073379","1/5/98","U","U",0,0,2,"mid"
"9601","KV","JAWE","206073380","1/5/98","U","U",0,0,2,"mid"
"9602","KV","JAWE","206073381","1/5/98","U","U",0,0,2,"mid"
"9603","KV","JAWE","206073382","1/5/98","U","U",0,0,2,"mid"
"9604","KV","JAWE","206073383","1/5/98","U","U",0,0,2,"mid"
"9605","KV","JAWE","206073384","1/5/98","U","U",0,0,2,"mid"
"9606","KV","JAWE","206073385","1/5/98","U","U",0,0,2,"mid"
"9607","KV","JAWE","206073386","1/5/98","U","U",0,0,2,"mid"
"9608","KV","JAWE","206073387","1/5/98","U","U",0,0,2,"mid"
"9609","KV","JAWE","206073388","1/6/98","M","A",0,0,2,"mid"
"9610","KV","JAWE","206073389","1/6/98","U","U",0,0,2,"mid"
"9611","KV","JAWE","206073390","1/7/98","U","U",0,0,2,"mid"
"9612","KV","JAWE","206073390","3/3/98","U","U",0,0,2,"mid"
"9613","KV","JAWE","206073391","1/7/98","U","U",0,0,2,"mid"
"9614","KV","JAWE","206073392","1/8/98","U","U",0,0,2,"mid"
"9615","KV","JAWE","206073393","1/8/98","M","A",0,0,2,"mid"
"9616","KV","JAWE","206073394","1/8/98","U","U",0,0,2,"mid"
"9617","KV","JAWE","206073395","1/8/98","M","A",0,0,2,"mid"
"9618","KV","JAWE","206073395","5/12/98","M","A",0,0,2,"mid"
"9619","KV","JAWE","206073395","6/19/98","M","A",0,0,2,"mid"
"9620","KV","JAWE","206073396","1/8/98","U","U",0,0,2,"mid"
"9621","KV","JAWE","206073397","1/8/98","U","U",0,0,2,"mid"
"9622","KV","JAWE","206073398","1/9/98","U","U",0,0,2,"mid"
"9623","KV","JAWE","206073399","1/9/98","U","U",0,0,2,"mid"
"9624","KV","JAWE","206073400","1/9/98","U","U",0,0,2,"mid"
"9625","KV","JAWE","211039501","2/3/98","U","U",0,0,2,"mid"
"9626","KV","JAWE","211039502","2/4/98","M","A",0,0,2,"mid"
"9627","KV","JAWE","211039502","3/6/98","M","A",0,0,2,"mid"
"9628","KV","JAWE","211039502","5/11/98","M","A",0,0,2,"mid"
"9629","KV","JAWE","211039503","2/5/98","U","U",0,0,2,"mid"
"9630","KV","JAWE","211039504","2/6/98","U","U",0,0,2,"mid"
"9631","KV","JAWE","211039505","2/6/98","U","U",0,0,2,"mid"
"9632","KV","JAWE","211039524","4/1/98","U","U",0,0,2,"mid"
"9633","KV","JAWE","211039525","4/2/98","U","U",0,0,2,"mid"
"9634","KV","JAWE","211039536","5/12/98","U","U",0,0,2,"mid"
"9635","KV","JAWE","211039537","5/12/98","U","U",0,0,2,"mid"
"9636","KV","JAWE","211039538","5/13/98","U","U",0,0,2,"mid"
"9637","KV","JAWE","211039539","5/13/98","U","U",0,0,2,"mid"
"9638","KV","JAWE","211039540","5/13/98","U","U",0,0,2,"mid"
